BugSQ3LAKwccaption,comment_count,display_url,id_,is_ad,likes_count,loc_id,loc_lat,loc_lon,loc_name,owner_fullname,owner_id,owner_username,shortcode,tagged_user,taken_at_timestamp
#badgirl,1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/69ebbfb0e403bb45176cf96cca6ac26e/5C7CB77B/t51.2885-15/e15/52001330_2352325268122981_177449841196568066_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990652951538032091,False,11,0,0,0,,س. behind the,8608639329,sasha.haddad,BugOE__gd3b,,1551524525
"🇫🇷 Mon regard sceptique face aux blagues vaseuses de certains hommes. Heureusement qu’il ne sont pas tous comme ça !🤦🏻‍♀️ Alors les BONS : nous comptons sur votre soutien pour faire évoluer les mentalités 🙏🏻 //
🇬🇧 The skeptical look I give to non-funny jokes coming from a certain category of men. Fortunately the good ones exist too! To the good ones : we count on your support to change mentalities😊
.
.
.
#bebold #sorrynotsorry #notfunny #feminism #égalité #femisiste #positivevibes #staystrong #fightlikeagirl #staypositive #positiveattitude #sororite #stop #metoo #respect #revesandbeyond",10,https://instagram.fyvr3-1.fna.fbcdn.net/vp/bb832235b69ba17b8e4aea2e862ec2f4/5D07B9B9/t51.2885-15/e35/50995290_918143851727075_9211161934989083936_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1978485391228943431,False,111,0,0,0,,Aline Haмou,3562273,alinehamou,Bt0_fsZgDxH,"alinehamou,lesnanasdpaname,studiofmexico,les_glorieuses,allegroplayacar",1550073859
#fuckollie,2,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d29fd1b62e8f14563568129a8706f8de/5D157C2A/t51.2885-15/e35/52699082_364901844355631_3518502815103386221_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990268691914004052,False,11,0,0,0,,Arandjel Djunisijevic,1101874977,toni2308,Bue2tSVHZZU,,1551478538
"Kursi todu ladki
#bhadwe #girl #metoo #instagram #life #photo #lode #meme #troll #rdias #pratigya #cigarette #feminism #modi",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/09ddac810fe85068dc6eca5075cec891/5D027947/t51.2885-15/e35/52740136_2009807635994840_474846182533669344_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990612678008900186,False,3,0,0,0,,bhdwi zindgi k lode lg rkhe h,11363735298,bhadwasyste,BugE68WHApa,,1551519544
"フォークも全然洗えてないし
テーブルもバリ汚い
日本だったら暴動がおきてるよ
日本人は良く日本のこと批判するけど
日本は世界トップレベルの民度だと思う
だいたい非難する奴等は海外にもたいして行ったことがない井の中の蛙
珍宝みたいな奴等だ
そりゃおかしいとこもたくさんあるけどそうゆうとこも
含めて俺は日本が
大好きだ

#日本#海外#民度 #批判#綺麗 #汚い#love #metoo",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a2741c4cb87baf39ce9d33616bf7d5f1/5D2686A2/t51.2885-15/e35/52449587_1239065449602991_6719037698237808842_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990620176157450691,False,23,0,0,0,,hirokingpatty,6016184536,hirokingpatty072,BugGoDilyHD,,1551520438
"Impossible is not an option for this powerful woman.
Visit www.missionfightback.com to know more!
.
.
.
.
.
.
.
#selfdefence #girlpower #training #metoo #missionfightback",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f0e0e446bb7b5691b81ead7e801a761c/5D0E60EC/t51.2885-15/e35/53207722_1988490418113616_532642553802889269_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990620662510844532,False,17,0,0,0,,Mission Fight Back,7362618913,missionfightback,BugGvIfgvp0,,1551520496
@delta is the worst.  Today their flight attendants blatantly allowed a passenger to be sexually assaulted and when she asked the flight attendants for help they told her to sit down and deal with it.  There has to be some justice in the world.... @rainn @endsxlviolence @flyers.rights @nomoreorg #endsexualviolence #metoo #metoomovement,0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/96a347e419a4a89b61bb21a28c473442/5D226FE0/t51.2885-15/e35/51969122_142998656726640_1213289870971402636_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990620982528115656,False,4,0,0,0,,Andrew Swartz,1718673398,ramblingsquid,BugGzyiBwPI,,1551520534
"-Je crois qu'on s'est tt dit : ou plutôt que le silence l'a fait pr ns-
Photo @edgar.deli
#shooting #model #modele #blonde #fashion #art #frenchmodel  #photography #photographer #photoshoot #followme #artist #lifestyle #escarpins #modelephoto #jambe #leg #sexylegs #chaussures #shoes #metoo #talonshauts #talonsaiguilles #pics #picsart #body #pied #feet #paris #jupecourte",9,https://instagram.fyvr3-1.fna.fbcdn.net/vp/59401e27685ebf922a505025a91f5aa3/5D17CAEC/t51.2885-15/e35/52151582_472954219905998_4346246262616981080_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990621033656591156,False,52,0,0,0,,Syléa Mode,6745144605,syleamode,BugG0iJhaM0,,1551520540
"God is not a great being siting up in heaven as He ""controls"" the earth and it's people.

God is a Father who loves, adores and cherishes you. Every single happening in your life matters to Him.

He cares if you smile. He cares if you're happy. He cares if you're where you have to be and cares about what you do. He has chosen to have a personal relationship with you and will always treat you as the most valuable person He will ever have. YOU ARE VALUED. Live live with this pride.

TagSOMEONE..LIKE...COMMENT.
Follow us on
@loocies_words or @lucy_quayson .
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
Blog- Loocieswords.wordpress.com 
#loocieswords #enterprenuer #music #photooftheday #writters #love #words #metoo #wife #business #GodisLove #dating #marriage #fame #trends #selflesslove #insta #instagram #relationshipquotes #trustGod #Christ #God #success #hillsong #Christpost #lifequotes #church #encouragement #instapic #lifeonpurpose",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/64f70067c72f419cd0f9ab974655d96a/5D1ACD71/t51.2885-15/e35/52272341_993285634207718_4904103069108010715_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990621055191754683,False,7,0,0,0,,Miss. Quayson,2170854474,lucy_quayson,BugG02NHie7,,1551520543
"I will always and forever be proud to be a woman. I was taught since I was little “don’t be too loud”, “don’t talk too much”, “don’t wear this”, “this isn’t ladylike”. These type of comments have made me a very insecure and a confused teenage girl that had to go against what my natural instincts have told me to do. I didn’t know what to do in life, how to act around boys, how to express myself without being judged for who I am. 
It is extremely challenging to live in a world that is still run by those principles. 
If you are a young girl, please don’t be afraid to speak up. Nobody should be bringing you down if your heart and intentions are pure. I have been held back in life by men (and some women) that have shamed me into thinking that I was never enough, imperfect, loud, nosy, obnoxious, know it all, naive etc. Bottom line is, be yourself, live for yourself. Stay kind and pure and the universe will take care of the rest 💗

#breakthecycle #fucknegativity #upliftwomen #feminist #metoo",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/05260d72016dee1cc09c34a22dc29bbd/5D197D9A/t51.2885-15/e35/52720518_1150257875179907_6173698080068898201_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990621540648814754,False,16,0,0,0,,,264060979,julia_syi,BugG76UnQii,,1551520601
"Если ты ценишь качество и стиль, то эти ботинки CANTARINI  созданы для тебя!!!
⠀
‼️ Покупателем из Инстаграма 5% скидка и дисконтная карта в подарок, при использовании кодового слова ""Instagram Anemone""
⠀
📍Мы будем рады вас видеть в ТРК КомсоМОЛЛ, ул. Верхняя набережная 10, цокольный этаж, пав. 001.1 (возле лифта)
⠀
⏰ С 10.00 до 22.00
⠀
#комсомолл #иркутск #обувь #обувьиркутск #открытие #магазин #магазинобуви #девушки #metoo #timesup #anemone #anemoneshoes #туфли #сумки #клач #вналичии #instagram #инстаграм #мужчина #мужскиетуфли",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/25081dd77fdad5cfb256ea927282ff09/5D2463A6/t51.2885-15/e35/51984977_182740009355894_2709106948673772534_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990621586575926942,False,9,0,0,0,,"Магазин обуви ""Anemone""",4137231393,anemone.shoes,BugG8lGFSae,,1551520606
"God is not a great being siting up in heaven as He ""controls"" the earth and it's people.

God is a Father who loves, adores and cherishes you. Every single happening in your life matters to Him.

He cares if you smile. He cares if you're happy. He cares if you're where you have to be and cares about what you do. He has chosen to have a personal relationship with you and will always treat you as the most valuable person He will ever have. YOU ARE VALUED. Live live with this pride.

TagSOMEONE..LIKE...COMMENT.
Follow us on
@loocies_words or @lucy_quayson .
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
Blog- Loocieswords.wordpress.com 
#loocieswords #enterprenuer #music #photooftheday #writters #love #words #metoo #wife #business #GodisLove #dating #marriage #fame #trends #selflesslove #insta #instagram #relationshipquotes #trustGod #Christ #God #success #hillsong #Christpost #lifequotes #church #encouragement #instapic #lifeonpurpose",3,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b76b09a6395c3131f6933ec66169de0d/5D07F9DA/t51.2885-15/e35/51474955_315150692692195_372528407364890794_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990622158889281607,False,11,0,0,0,,LOOCIES WORDS,1675292964,loocies_words,BugHE6GnehH,,1551520675
"Kakarot is wild
.
.
.
#meme #memes #dankmeme #dankmemes #edgymemes #edgy #girl #leagueoflegends #gamers #gamergirl #love #instagood #photooftheday #fashion #beautiful #happy #cute #tbt #metoo #friends #nature #smile #culture #cute #followme #picoftheday #selfie #food #follow #me #peta",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a0acd89179ff1cc38b0032082d3e71ee/5D06437E/t51.2885-15/e35/52352447_1112185185630189_4566671867325468787_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990622309631106570,False,15,0,0,0,,stale memes and broken dreams,6811316337,lil_ooferino,BugHHGfh54K,,1551520693
"Cowabunga it is
.
.
.
#meme #memes #dankmeme #dankmemes #edgymemes #edgy #girl #leagueoflegends #gamers #gamergirl #love #instagood #photooftheday #fashion #beautiful #happy #cute #tbt #metoo #friends #nature #smile #culture #cute #followme #picoftheday #selfie #food #follow #me #peta",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/36bbad7865d66beb7614a1d2101f4032/5D01E79E/t51.2885-15/e35/52390074_305966746730305_1905739300956790781_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990622901506072351,False,15,0,0,0,,stale memes and broken dreams,6811316337,lil_ooferino,BugHPtuBt8f,,1551520763
"Yo con 11 años. #NiñasNoMadres

In Argentina, an 11 year old girl gave birth to a child after being raped multiple times by her grandma's partner. The prosecutor in charge denied the 11 year old her right to abortion. After a necessary C-section in pregnancy week 23, her baby weighs 600 grams with little chance to survive. The 11 year old would have died if they did not get the baby this early, since her body was still too petite for a pregnancy.

#argentina #abortion #abortionrights #womensrights #womenrights  #feminist #humanrights #amnestyinternational #southamerica #rapevictim #metoo #echr #justice",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9fd4e75d4a67c867d44d9dfc44e6f142/5D027D4D/t51.2885-15/e35/51674711_243056279819853_6091197733672572461_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990625623862656176,False,51,0,0,0,,Alexia,2359248414,alexia.laelia,BugH3VHH7yw,,1551521088
"Зайку бросила хозяйка, под дождем осталась зайка...
К счастью, наших заек никто не бросал - им очень нужны хорошие, добрые друзья! 
Хотите забрать эту прелесть себе домой? 😉
Цена: 590 руб. 
Высота игрушки: 35 см
Материал: высококачественный мягкий плюш, трикотаж
Наполнитель: технологичный П/П-хлопок
Можно стирать в стиральной машинке на деликатном режиме.

Доставка в любой город России.

#metoo #зайки #зайкиtiramitu #игрушкидлямалышей #игрушкибрянск #игрушкадлядетей #дети #дитинашевсе #детииграют #игрушкиmetoo #metoo❤ #metoodolloriginal #metoodoll #metoodolls #зайки🐰 #зайкимои #зайкисплюшки #зайкимишки #зайкимои🐰 #зайки🐇 #зайки😍 #зайки #зайкиназаказ #зайкимоилюбимые #зайки_мои #зайки🐰🐰 #малыш #малыш_счастливых_родителей #детитакиедети #детирады #детидома",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5024c275de523d7ff8692ef14012a30d/5D1327BE/t51.2885-15/e35/51742132_347239335883864_5900370930872925046_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990625906649222193,False,7,0,0,0,,Игрушки Metoo,11184383474,igrushki_metoo,BugH7cehEwx,,1551521121
"Cape Town - Let's work together for a violence-free future for women, for children - for all of us. 
Let's unit in purple this Wednesday, 6th March at @grootconstantia at our Women For Change 5km Run to end violence against women. 
Enter Now online on shop.cmiyc.co.za. Only limited entries left. @womenforchangesa

#CMIYC #whoruntheworld #womenforchange #WeRunCPT #capetown #girlpower #womensmonth #running #metoo #stoprapeculture #gbv #timesup #women #TheTotalShutdown #changetheworld",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/365ec5cee5e66831320da23f6435733f/5D02F3A6/t51.2885-15/e35/52040700_539406419881794_3254425995473591638_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990625967575629159,False,6,0,0,0,,Catch Me If You Can,1953441663,cmiyc.run,BugH8VOA31n,"grootconstantia,runola1,simons_restaurant,tears_foundation,rapecrisis_capetown,womenforchangesa",1551521129
"San Francisco Giants team president and CEO Larry Baer apologized Friday night after video earlier in the day showed him having an altercation with his wife during a fight over his cellphone at a San Francisco park.
The incident was caught on video and published on TMZ Sports.
In the video, Baer's wife, Pam, screams, ""Oh, my God! No!"" while falling to the ground as her husband attempts to take the cellphone from her. The video also shows Larry Baer holding that cellphone while walking away.
In a statement Friday night, Pam Baer attempted to clarify what occurred. She said she took her husband's cellphone and did not want to give it back. When she attempted to get up from the chair in which she was sitting, she said it tipped and a previous foot injury caused her to lose her balance.
""I did not sustain any injury based on what happened today,"" she said. ""Larry and I always have been and still are happily married.""
The couple previously expressed regret for what happened, saying in a joint statement that they are ""deeply embarrassed by the situation and have resolved the issue.''
#metoo #sanfranciscogiants  #mlb #baseball #ceolarrybaer #larrybaer",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e5571bd837909595727b55e931ae991b/5C7CDB78/t51.2885-15/e15/51805592_398487530707624_843066268856453408_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990626613407940901,False,4,0,0,0,,Why Pearson,6807749002,whoworldisthis,BugIFusnoEl,,1551521237
"🌈Tutto scorre 🌈#pantarei #🌈#innamoratidite  #❤️ #amicamia ☀️☀️☀️charm 🆕  #mantra in Argento 925 personalizzato 💯#creatoamilano
#officinapoetica ❤️ #mood #quote #fridakahlo #buongiorno #buonsabato #loveweek  #bff #gift #words #amore #solocosebelle #woman #charms  #jewelryaddict #girlpower #energy #littlethings #loveit  #sister #customizable #metoo #milano",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/7331ba67a2926e07d500f72fa7252bd4/5D060152/t51.2885-15/e35/52898975_250446572508937_7678783605466919271_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990627147803736404,False,25,0,0,0,,Officina Poetica,1019574061,officinapoetica,BugINgZFzlU,,1551521269
"Oh, oh no
.
.
.
#meme #memes #dankmeme #dankmemes #edgymemes #edgy #girl #leagueoflegends #gamers #gamergirl #love #instagood #photooftheday #fashion #beautiful #happy #cute #tbt #metoo #friends #nature #smile #culture #cute #followme #picoftheday #selfie #food #follow #me #peta",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/038a60d649e13c568f4141cf33c0f8d9/5D0F8FB5/t51.2885-15/e35/52313357_800501386970435_554168668272294820_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990628271649458835,False,14,0,0,0,,stale memes and broken dreams,6811316337,lil_ooferino,BugId3DhAqT,,1551521403
"Hello libtard
.
.
.
#meme #memes #dankmeme #dankmemes #edgymemes #edgy #girl #leagueoflegends #gamers #gamergirl #love #instagood #photooftheday #fashion #beautiful #happy #cute #tbt #metoo #friends #nature #smile #culture #cute #followme #picoftheday #selfie #food #follow #me #peta",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b36fc7e8eed21305f29c6dd430282cf0/5D0C8F4C/t51.2885-15/e35/52141449_2116080385142077_3640754394282571904_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990628497764495032,False,17,0,0,0,,stale memes and broken dreams,6811316337,lil_ooferino,BugIhJpBa64,,1551521430
My new blog post is about this youth theatre in #saopaulo that made a theatre work called Una. https://unacomics.com/2019/03/02/brazil/ #becomingunbecoming #desconstruindouna #una #performance #theatre #comics #metoo #niunamas,1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8407bedeb41cd4f2d58eb77964fa2354/5D1847D0/t51.2885-15/e35/52044888_121694495609698_2044635025025290605_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990628869480487540,False,20,0,0,0,,Una,2335761864,unacomics,BugImj1BZp0,,1551521475
"Джонни Депп намерен отсудить у бывшей жены $50 миллионов после ее декабрьской статьи для The Washington Post , в которой Эмбер Херд рассказала о сложной жизни женщины, подвергшейся домашнему насилию. В 2016 году Депп якобы избил ее, хотя актер все отрицает и говорит, что это она имела привычку кидаться бутылками.⠀
⠀
В своем иске Джонни указал, что ее заявления — ложь ради карьерного роста: “Мисс Херд — не жертва домашнего насилия, а преступница. Она знала, как сработает ее обман: в результате лживых обвинений она стала любимицей движения #MeToo, первой актрисой, получившей звание борца за права человека при ООН, защитником прав женщин и амбассадором L'Oréal”.
Фото: pinterest.com #amberheard #johnnydepp⠀
⠀
А кому верите вы: Джонни или Эмбер?",89,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a4dcf278de0d70c4e1688fbe425574c6/5D21CFC8/t51.2885-15/e35/52008558_150063709332621_2237947720013316612_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990628999008872581,False,2945,0,0,0,,SUPER,267538687,super.ru,BugIocdg-iF,,1551521490
"Diskusi di Weakend Market 24 Februari 2019, minggu lalu bersama @ipulsimollah @mega_haruna
@wawan_ndo
yang dipandu oleh @tintrintintintin
.
.
.
#weakendmarket #rockfortmakassar",2,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6e0871eed376c189ea7cc7220a7c7d19/5D11817D/t51.2885-15/e35/51138604_574209153056539_3311282318472796630_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990630042551604807,False,26,0,0,0,,WEAKEND MARKET,11065978765,weakendmarket,BugI3oVglZH,"ipulsimollah,mega_haruna,tintrintintintin,rockfortmakassar,rockfort_studio,wawan_ndo",1551521614
"I'm not a fucking weeb ok, just the occasional anime meme. Don't judge
.
.
.
#meme #memes #dankmeme #dankmemes #edgymemes #edgy #girl #leagueoflegends #gamers #gamergirl #love #instagood #photooftheday #fashion #beautiful #happy #cute #tbt #metoo #friends #nature #smile #culture #cute #followme #picoftheday #selfie #food #follow #me #peta",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6d48e78e300d869d251bb0f64d95951c/5D1C5D55/t51.2885-15/e35/52382696_552226481940072_631756472813710097_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990630651816557036,False,13,0,0,0,,stale memes and broken dreams,6811316337,lil_ooferino,BugJAfwh7ns,,1551521687
#internationalwomensday #metoo #metoomovement #metoo #sexism #fucksexism #everydaysexism #everydaysexismproject,1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a950784342478c0be6e42a83534b4415/5D249887/t51.2885-15/e35/51866047_378460306270406_2002222127656385533_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990630795848559135,False,4,0,0,0,,Ms Defiance,7732040651,ms.defiance,BugJCl5gaof,somayeofficial,1551521704
"#weekendwisdom ⠀⠀⠀⠀⠀⠀⠀⠀⠀
While everyone is talking about the India Pakistan situation and rooting for #saynotowar, it put me into a very reflective zone. It inspired me to clarify my thoughts on a piece that I had written a few months earlier, about another media frenzy in India- the #metoo movement. I had written it but did not finish it as I was still clarifying my thoughts to end the piece. All this reflection today helped me to get clarity to end the piece. Here it goes. #Metoo on the #Metoo movement! Reflect on the read. ⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Link here - http://bit.ly/AGspeakMetoo⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Also Link in Bio.⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
#quotes #quotestoliveby #quotesaboutlife #selfimprovement #lifequotes #lifequotestoliveby #lifequotesandsayings #lifequotestagram #lifequotes4u #lifequotes #lifehacks #bitsofwisdom #gyan #quotablequotes #quotables #powergames #powerdynamics #powerpolitics #ego #shedtheego",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/bfc59d31fc28da6f1038d93c4e0794ae/5D0CF4DB/t51.2885-15/fr/e15/s1080x1080/51759812_307750669939262_2129392865224794387_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990630808424978173,False,7,0,0,0,,AnjuliG,6044367849,anjuligo,BugJCxnHpb9,,1551521706
"I am so happy and feel honoured to be receiving this award on international women’s day, for all the work that I have done in the VAWG sector over the last 12 years and for co founding Food4All the charity that means the world to me and my husband Nim

It’s such a pleasure and also an inspiration as a women from the BME community that I will also have a piece about myself published in the book 'WAW 100 MOST INSPIRATIONAL WOMEN IN THE WORLD'

I have been asked to do a talk at the Gala event, which I feel even more honoured about , I will be speaking  on the topic of Self L💜Ve, giving and receiving. 
I am passionate about people understanding why Self L💜Ve is as important as breathing , hence why I set up Self L💜Ve as my business. I believe that giving to others is an important concept and how and why the charity Food4All I co founded was created.  #charities #inspiration #award  #payitforward #humbled  #wawwomen #homelessness #bookings 
#sexualabusesurvior #metoo #survioroflife #jointfamilyabusesurvivor #path #coaching #timetotalk #selflove #reiki #inspiration  #lightoflife #selflovereiki #lightworker #grateful #universe #payitforward #beautiful #manifestation #121support",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4cac1b0637832aa87c049d794bfed85d/5D25AF28/t51.2885-15/e35/51752560_249722102572718_7161506751724656786_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990630811863775987,False,8,0,0,0,,Anju Ahluwalia,6750883741,anjuselflovereiki,BugJC00Fnrz,,1551521706
"Cry s'more
.
.
.
#meme #memes #dankmeme #dankmemes #edgymemes #edgy #girl #leagueoflegends #gamers #gamergirl #love #instagood #photooftheday #fashion #beautiful #happy #cute #tbt #metoo #friends #nature #smile #culture #cute #followme #picoftheday #selfie #food #follow #me #peta",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a53840b57ad195116e9ac4e3d0325a1a/5D27F64A/t51.2885-15/e35/51826410_266259060934372_4498131734349632484_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990631188125420819,False,11,0,0,0,,stale memes and broken dreams,6811316337,lil_ooferino,BugJITPB40T,,1551521751
"Am 06.03. sind wir mit unserem Workshop “Fight like a Girl!“ bei unseren Freunden vom Café Clément in Mönchengladbach!
Wenn ihr unseren Workshop verpasst habt, kommt auf jeden Fall nach MG und supportet die Freunde :) Wann? 06.03., 19:00 Uhr
Wo? Köntges, Waldhausener Str. 16, 41061 Mönchengladbach
Eintritt: Spende wäre nice

#CafeAllez #fightlikeagirl #Workshop #Sexismus #Wehrdich #AlltagsSexismus #metoo #Frauenkampftag #Frauentag #Frauen #Frauenstreik #Frauen*Streik #Queer #bonn #Brasilien #Theater #eingreifen #Antifa #Mönchengladbach #CafeClement",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/24afce60eb346f53dfeda24fa3a41238/5D224EC7/t51.2885-15/e35/51635265_423846781719977_4937196766060516093_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990631389225353939,False,14,0,0,0,,Bonner Jugendbewegung,4200080997,bonnerjugendbewegung,BugJLOhhQLT,,1551521775
#internationalwomensday #metoo #metoomovement #metoo #sexism #fucksexism #everydaysexismproject #everydaysexism,0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/95a49af957a35ff6133f57640043841b/5D1E6C39/t51.2885-15/e35/53023981_558354004683398_4163296744858281013_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990631423979065777,False,9,0,0,0,,Somaye,1709297368,somayeofficial,BugJLu5AJGx,,1551521779
"@ India, China, Indonesia
.
.
.
#meme #memes #dankmeme #dankmemes #edgymemes #edgy #girl #leagueoflegends #gamers #gamergirl #love #instagood #photooftheday #fashion #beautiful #happy #cute #tbt #metoo #friends #nature #smile #culture #cute #followme #picoftheday #selfie #food #follow #me #peta",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3842fe3e4d86b88714e7f1bc0f816d6b/5D137F55/t51.2885-15/e35/51694388_321558011707974_2380329759489462675_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990631706272957276,False,18,0,0,0,,stale memes and broken dreams,6811316337,lil_ooferino,BugJP1zB4Nc,,1551521813
"Keseruan Weakend Market 24 Februari 2019, minggu lalu. 
#weakendmarket #rockfortmakassar",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6263a595b5aaa5a2fdcdee37f1f43ed4/5D11794F/t51.2885-15/e35/52453317_261358901469931_7120607573022193697_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990632172368753439,False,24,0,0,0,,WEAKEND MARKET,11065978765,weakendmarket,BugJWn4gPMf,"rockfortmakassar,rockfort_studio",1551521868
"🧡SACRAL CHAKRA HEALING // Calling all Crystal Gurus, all Chakra Healers + ANYONE with knowledge of sexual healing!!!! .
🧡Since this fall, when I did a Mabon ritual to embrace the changes inside + around me, I knew that I had to start working on my sacral chakra. But I didn’t... I ignored it + kept powering away at my “goal” of moving. I pushed everything out of my mind that didn’t align with that goal - red flags and all .
🧡Funny thing, the SECOND I was physically released from that strict path, I felt a flood of emotions. First being absolute FREEDOM. And then everything I had suppressed over the last 3 years came flooding at me all at once. It’s been a WILD 2 weeks, but I’ve never been happier in my entire life .
🧡The reason I’m posting this is because I need your help! Yes, I’m the Goddess Guru and I’ve got the confidence + astrology guidance down... but how do I heal 2 years of feeling like my beauty + sexuality was something to hide + to be ashamed of? How do I release the rage of being told a brutal #metoo moment was my fault for 2 years? How do I use this beautiful ORANGE CALCITE crystal orb that called to me when I was making all these changes on my recent trip to Cali? How do I heal? 🤷🏼‍♀️ .
.
.
#lawofattraction #mercuryinpisces #california #meditation #tarotspread #chakra #crystals #orangecalcite #sacralchakra #healing #leoqueen #fitness #fitwitch #fitgirl #witch #pagan #libragoddess #selflove #colortherapy #orange #universe #manifest #release #yogi #innergoddess #astrologybranding #fullmoon #fullmooninvirgo",31,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a786fbaa25cfc0bec0fa030e85a3e14f/5D0BA175/t51.2885-15/e35/50924465_1563553973775264_7904380263712495715_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1981821929301801081,False,200,0,0,0,,BRAND ASTROLOGY + GODDESS GURU,7165903428,leoinwanderlust,BuA2ItoHPh5,,1550471605
