created_date;is_retweet;text;text_retweet;language;hashtags;mentions;location;geo_location;geo_country;geo_coordinates;user_created_at;screen_name;name;profile_description;total_number_of_tweets;is_verified;followers_count;friends_count;retweets_count;favorite_count;url;listed_count;default_profile;default_profile_image;has_extended_profile;language_desc;tweet_full;pre_proc_tweet;stop_filter_tweet;pos_tags;stem_filter;lemma_filter;bot;id
2019-03-18 03:30:22;False;"Who is the most influential person in your life, if not YOU yourself?
https://t.co/oLJhpoBfqq
#feminism #metoo https://t.co/2fxL623AG9";;en;'feminism', 'metoo';;Globally l Online l Earth;;;;2015-10-21 08:40:21;LeadingWPassion;LeadingWithPassion™;Facebook: leadingwithpassion #inspiration #leadership #personaldevelopment #coaching #mentoring - #fb #f4f #ifb;425480;False;50615;49585;1;1;https://t.co/nlAQVwagWg;281;False;False;False;english;"Who is the most influential person in your life, if not YOU yourself?
https://t.co/oLJhpoBfqq
#feminism #metoo https://t.co/2fxL623AG9";"who is the most influential person in your life, if not you yourself?

  ";influential person life , ? ;[('influential', 'JJ'), ('person', 'NN'), ('life', 'NN'), (',', ','), ('?', '.')];influenti person life , ?;influential person life , ?;1;659
2019-03-18 03:23:08;True;;"RT @EmperorLemon: nobody:

jk rowling: Gandalf drinks cat cum

shane dawsone: #MeToo 

Leafy: hey whats up reptilian army today we're gonna…";en;'MeToo';'EmperorLemon';Stalingrad;;;;2016-10-20 02:57:40;RyTheZombieGuy;Nikolai Belinski;I Have Nine Wives And I Love Vodka;13198;False;68;321;846;0;https://t.co/ELaFJqzqDx;1;True;False;True;english;"RT @EmperorLemon: nobody:

jk rowling: Gandalf drinks cat cum

shane dawsone: #MeToo 

Leafy: hey whats up reptilian army today we're gonna…";"  nobody:

jk rowling: gandalf drinks cat cum

shane dawsone:  

leafy: hey whats up reptilian army today we're gonna…";nobody : jk rowling : gandalf drinks cat cum shane dawsone : leafy : hey whats reptilian army today 're gon na … ;"[('nobody', 'NN'), (':', ':'), ('jk', 'NN'), ('rowling', 'NN'), (':', ':'), ('gandalf', 'JJ'), ('drinks', 'NNS'), ('cat', 'VBP'), ('cum', 'JJ'), ('shane', 'NN'), ('dawsone', 'NN'), (':', ':'), ('leafy', 'NN'), (':', ':'), ('hey', 'NN'), ('whats', 'NNS'), ('reptilian', 'JJ'), ('army', 'NN'), ('today', 'NN'), (""'re"", 'VBP'), ('gon', 'NN'), ('na', 'TO'), ('…', 'VB')]";nobodi : jk rowl : gandalf drink cat cum shane dawson : leafi : hey what reptilian armi today 're gon na …;nobody : jk rowling : gandalf drink cat cum shane dawsone : leafy : hey whats reptilian army today 're gon na …;1;685
2019-03-18 03:20:44;False;Lupita Nyong'o speaks about her personal relationship with #MeToo movement - https://t.co/H8eULWFgI5;;en;'MeToo';;All Around The World;;;;2018-07-18 07:52:27;TrillyOnline;Trilly;All The Latest News, Sport, Gaming And Entertainment;130240;False;1087;1242;1;0;https://t.co/sfDuzyo4VZ;5;False;False;True;english;Lupita Nyong'o speaks about her personal relationship with #MeToo movement - https://t.co/H8eULWFgI5;lupita nyong'o speaks about her personal relationship with  movement - ;lupita nyong'o speaks personal relationship movement - ;"[('lupita', 'JJ'), (""nyong'o"", 'NN'), ('speaks', 'VBZ'), ('personal', 'JJ'), ('relationship', 'NN'), ('movement', 'NN'), ('-', ':')]";lupita nyong'o speak person relationship movement -;lupita nyong'o speak personal relationship movement -;1;700
2019-03-18 03:14:09;True;;"RT @Saurabh_MLAgk: Shame on all those trolling this 'new' Chowkidar. 

I believe he has all qualities of 'original' Chowkidar.

#MeToo Chow…";en;'MeToo';'Saurabh_MLAgk';;;;;2016-08-25 05:44:28;kmannan522;kmannan52;Ak Aam admi surat;53771;False;252;911;295;0;;14;True;False;True;english;"RT @Saurabh_MLAgk: Shame on all those trolling this 'new' Chowkidar. 

I believe he has all qualities of 'original' Chowkidar.

#MeToo Chow…";"  shame on all those trolling this 'new' chowkidar. 

i believe he has all qualities of 'original' chowkidar.

 chow…";shame trolling 'new ' chowkidar . believe qualities 'original ' chowkidar . chow… ;"[('shame', 'NN'), ('trolling', 'VBG'), (""'new"", 'NNP'), (""'"", 'POS'), ('chowkidar', 'NN'), ('.', '.'), ('believe', 'VB'), ('qualities', 'NNPS'), (""'original"", 'NNP'), (""'"", 'POS'), ('chowkidar', 'NN'), ('.', '.'), ('chow…', 'NN')]";shame troll 'new ' chowkidar . believ qualiti 'origin ' chowkidar . chow…;shame troll 'new ' chowkidar . believe quality 'original ' chowkidar . chow…;1;727
2019-03-18 03:12:48;True;;"RT @EmperorLemon: nobody:

jk rowling: Gandalf drinks cat cum

shane dawsone: #MeToo 

Leafy: hey whats up reptilian army today we're gonna…";en;'MeToo';'EmperorLemon';Mato Grosso do Sul, Brasil;;;;2013-04-21 16:24:54;rex22mm;rex22мм 🌲;brazilian insane person. w*men do not interact.   | alt twitter: @wander_dev;25938;False;100;549;846;0;https://t.co/sBrOS91r6r;0;False;False;True;english;"RT @EmperorLemon: nobody:

jk rowling: Gandalf drinks cat cum

shane dawsone: #MeToo 

Leafy: hey whats up reptilian army today we're gonna…";"  nobody:

jk rowling: gandalf drinks cat cum

shane dawsone:  

leafy: hey whats up reptilian army today we're gonna…";nobody : jk rowling : gandalf drinks cat cum shane dawsone : leafy : hey whats reptilian army today 're gon na … ;"[('nobody', 'NN'), (':', ':'), ('jk', 'NN'), ('rowling', 'NN'), (':', ':'), ('gandalf', 'JJ'), ('drinks', 'NNS'), ('cat', 'VBP'), ('cum', 'JJ'), ('shane', 'NN'), ('dawsone', 'NN'), (':', ':'), ('leafy', 'NN'), (':', ':'), ('hey', 'NN'), ('whats', 'NNS'), ('reptilian', 'JJ'), ('army', 'NN'), ('today', 'NN'), (""'re"", 'VBP'), ('gon', 'NN'), ('na', 'TO'), ('…', 'VB')]";nobodi : jk rowl : gandalf drink cat cum shane dawson : leafi : hey what reptilian armi today 're gon na …;nobody : jk rowling : gandalf drink cat cum shane dawsone : leafy : hey whats reptilian army today 're gon na …;1;736
2019-03-18 03:12:14;True;;RT @Juliett71326822: Regardless of the outcome of Johnny Depp's lawsuit against Amber Heard you never had any business in the first place t…;en;;'Juliett71326822';;;;;2017-06-26 17:20:36;meanchi0421;goodview;;45758;False;137;74;9;0;;2;True;False;False;english;RT @Juliett71326822: Regardless of the outcome of Johnny Depp's lawsuit against Amber Heard you never had any business in the first place t…;  regardless of the outcome of johnny depp's lawsuit against amber heard you never had any business in the first place t…;regardless outcome johnny depp 's lawsuit amber heard never business first place t… ;"[('regardless', 'RB'), ('outcome', 'JJ'), ('johnny', 'NN'), ('depp', 'NN'), (""'s"", 'POS'), ('lawsuit', 'NN'), ('amber', 'VBZ'), ('heard', 'VBN'), ('never', 'RB'), ('business', 'NN'), ('first', 'JJ'), ('place', 'NN'), ('t…', 'NN')]";regardless outcom johnni depp 's lawsuit amber heard never busi first place t…;regardless outcome johnny depp 's lawsuit amber hear never business first place t…;1;739
2019-03-18 03:11:18;False;"Why is it so important that women are economically empowered?
 https://t.co/WGNG3SpNgL

What difference does it make? Please share your thoughts!
#feminism #metoo https://t.co/5Gt1wpVZ9i";;en;'feminism', 'metoo';;Finland|Europe|Earth|Online;;;;2011-07-06 18:40:53;annemariayritys;Anne-Maria Yritys;"Digi & SOME #Strategist & #GREEN #FEMINIST - Twitter billionaire with + 1.000.000.000 views. 
FW/RT = no endorsement. Biz inquiries: https://t.co/Js2LmU3mnp";773640;False;454295;250190;0;2;https://t.co/AD81bRVnas;2007;False;False;False;english;"Why is it so important that women are economically empowered?
 https://t.co/WGNG3SpNgL

What difference does it make? Please share your thoughts!
#feminism #metoo https://t.co/5Gt1wpVZ9i";"why is it so impoant that women are economically empowered?
 

what difference does it make? please share your thoughts!
  ";impoant women economically empowered ? difference make ? please share thoughts ! ;[('impoant', 'JJ'), ('women', 'NNS'), ('economically', 'RB'), ('empowered', 'VBN'), ('?', '.'), ('difference', 'NN'), ('make', 'NN'), ('?', '.'), ('please', 'NN'), ('share', 'NN'), ('thoughts', 'NNS'), ('!', '.')];impoant women econom empow ? differ make ? pleas share thought !;impoant woman economically empower ? difference make ? please share thought !;1;743
2019-03-18 03:10:21;True;;"RT @TheUSASingers: Here it is folks!

We are proud to present the world premiere of our Irish fight song “Kavanaugh”!!

This is Resistance…";en;;'TheUSASingers';Southtern Califormia ;;;;2012-09-08 15:16:49;resist_2016;MLSCazessus💎🌊;“Women’s Rights are Human Rights.” I support and believe in gender equality for all. #ProudDemocrat #UniteBlue #LGBTQ #VoteBlue #TheResistance #TrumpRussia;106922;False;8626;8777;611;0;;3;False;False;True;english;"RT @TheUSASingers: Here it is folks!

We are proud to present the world premiere of our Irish fight song “Kavanaugh”!!

This is Resistance…";"  here it is folks!

we are proud to present the world premiere of our irish fight song “kavanaugh”!!

this is resistance…";folks ! proud present world premiere irish fight song “ kavanaugh ” ! ! resistance… ;[('folks', 'NNS'), ('!', '.'), ('proud', 'JJ'), ('present', 'JJ'), ('world', 'NN'), ('premiere', 'NN'), ('irish', 'JJ'), ('fight', 'NN'), ('song', 'NN'), ('“', 'NNP'), ('kavanaugh', 'NN'), ('”', 'NN'), ('!', '.'), ('!', '.'), ('resistance…', 'NN')];folk ! proud present world premier irish fight song “ kavanaugh ” ! ! resistance…;folk ! proud present world premiere irish fight song “ kavanaugh ” ! ! resistance…;1;750
2019-03-18 03:07:34;True;;"RT @EmperorLemon: nobody:

jk rowling: Gandalf drinks cat cum

shane dawsone: #MeToo 

Leafy: hey whats up reptilian army today we're gonna…";en;'MeToo';'EmperorLemon';;;;;2018-05-26 23:34:46;gardfelm;gardfelm :));A man is only as solid as his cardboard box;69;False;3;27;846;0;;0;True;False;False;english;"RT @EmperorLemon: nobody:

jk rowling: Gandalf drinks cat cum

shane dawsone: #MeToo 

Leafy: hey whats up reptilian army today we're gonna…";"  nobody:

jk rowling: gandalf drinks cat cum

shane dawsone:  

leafy: hey whats up reptilian army today we're gonna…";nobody : jk rowling : gandalf drinks cat cum shane dawsone : leafy : hey whats reptilian army today 're gon na … ;"[('nobody', 'NN'), (':', ':'), ('jk', 'NN'), ('rowling', 'NN'), (':', ':'), ('gandalf', 'JJ'), ('drinks', 'NNS'), ('cat', 'VBP'), ('cum', 'JJ'), ('shane', 'NN'), ('dawsone', 'NN'), (':', ':'), ('leafy', 'NN'), (':', ':'), ('hey', 'NN'), ('whats', 'NNS'), ('reptilian', 'JJ'), ('army', 'NN'), ('today', 'NN'), (""'re"", 'VBP'), ('gon', 'NN'), ('na', 'TO'), ('…', 'VB')]";nobodi : jk rowl : gandalf drink cat cum shane dawson : leafi : hey what reptilian armi today 're gon na …;nobody : jk rowling : gandalf drink cat cum shane dawsone : leafy : hey whats reptilian army today 're gon na …;1;765
2019-03-18 03:05:02;True;;RT @whatsherhandle: fuck amber heard for not only shitting on one of the worlds gentlest people and slandering his name and career but for…;en;;'whatsherhandle';Spokane, WA;;;;2018-09-24 00:01:42;prscomm;Power, Resistance, and Struggle;COMM 320: Resistance, Struggle, and Power: A Hip Hop Case Study;8;False;2;4;69;0;;0;True;False;True;english;RT @whatsherhandle: fuck amber heard for not only shitting on one of the worlds gentlest people and slandering his name and career but for…;  fuck amber heard for not only shitting on one of the worlds gentlest people and slandering his name and career but for…;fuck amber heard shitting one worlds gentlest people slandering name career for… ;[('fuck', 'JJ'), ('amber', 'VB'), ('heard', 'JJ'), ('shitting', 'VBG'), ('one', 'CD'), ('worlds', 'JJ'), ('gentlest', 'JJS'), ('people', 'NNS'), ('slandering', 'VBG'), ('name', 'NN'), ('career', 'NN'), ('for…', 'NN')];fuck amber heard shit one world gentlest peopl slander name career for…;fuck amber heard shit one worlds gentle people slander name career for…;1;782
2019-03-18 03:04:38;True;;"RT @EmperorLemon: nobody:

jk rowling: Gandalf drinks cat cum

shane dawsone: #MeToo 

Leafy: hey whats up reptilian army today we're gonna…";en;'MeToo';'EmperorLemon';;;;;2017-03-09 16:18:13;brchfg;Leo;;38;False;0;39;846;0;;0;True;False;True;english;"RT @EmperorLemon: nobody:

jk rowling: Gandalf drinks cat cum

shane dawsone: #MeToo 

Leafy: hey whats up reptilian army today we're gonna…";"  nobody:

jk rowling: gandalf drinks cat cum

shane dawsone:  

leafy: hey whats up reptilian army today we're gonna…";nobody : jk rowling : gandalf drinks cat cum shane dawsone : leafy : hey whats reptilian army today 're gon na … ;"[('nobody', 'NN'), (':', ':'), ('jk', 'NN'), ('rowling', 'NN'), (':', ':'), ('gandalf', 'JJ'), ('drinks', 'NNS'), ('cat', 'VBP'), ('cum', 'JJ'), ('shane', 'NN'), ('dawsone', 'NN'), (':', ':'), ('leafy', 'NN'), (':', ':'), ('hey', 'NN'), ('whats', 'NNS'), ('reptilian', 'JJ'), ('army', 'NN'), ('today', 'NN'), (""'re"", 'VBP'), ('gon', 'NN'), ('na', 'TO'), ('…', 'VB')]";nobodi : jk rowl : gandalf drink cat cum shane dawson : leafi : hey what reptilian armi today 're gon na …;nobody : jk rowling : gandalf drink cat cum shane dawsone : leafy : hey whats reptilian army today 're gon na …;1;786
2019-03-18 03:00:00;False;"@KikiAdine @TheUSASingers didn't forget her in their newly released homage to STRONG WOMEN EVERYWHERE!!!

#HappySaintPatricksDay !!!

Please enjoy ""KAVANAUGH""!
https://t.co/4rTMoVpldc

#Metoo
#StPatricksDay 
#StPatricksDay2019 
#Resistance #Music
#Retweet";;en;'HappySaintPatricksDay', 'Metoo', 'StPatricksDay', 'StPatricksDay2019', 'Resistance', 'Music', 'Retweet';'KikiAdine' 'TheUSASingers';;;;;2017-11-07 04:15:29;RutherfordRocks;🎼🎤🎵Purple Hayes🎵🎤🎼;"RUTHERFORD PURPLE HAYES
Songwriter, Singer & Snowflake #FBR -- Check out @theusasingers!!
https://t.co/esczcjfDOm";12205;False;28654;29335;11;17;;13;True;False;True;english;"@KikiAdine @TheUSASingers didn't forget her in their newly released homage to STRONG WOMEN EVERYWHERE!!!

#HappySaintPatricksDay !!!

Please enjoy ""KAVANAUGH""!
https://t.co/4rTMoVpldc

#Metoo
#StPatricksDay 
#StPatricksDay2019 
#Resistance #Music
#Retweet";"  didn't forget her in their newly released homage to strong women everywhere!!!

 !!!

please enjoy ""kavanaugh""!


etoo
 
 
 usic
";n't forget newly released homage strong women everywhere ! ! ! ! ! ! please enjoy `` kavanaugh '' ! etoo usic ;"[(""n't"", 'RB'), ('forget', 'VB'), ('newly', 'RB'), ('released', 'VBN'), ('homage', 'NN'), ('strong', 'JJ'), ('women', 'NNS'), ('everywhere', 'RB'), ('!', '.'), ('!', '.'), ('!', '.'), ('!', '.'), ('!', '.'), ('!', '.'), ('please', 'VB'), ('enjoy', 'VB'), ('``', '``'), ('kavanaugh', 'IN'), ('``', '``'), ('!', '.'), ('etoo', 'NN'), ('usic', 'JJ')]";n't forget newli releas homag strong women everywher ! ! ! ! ! ! pleas enjoy `` kavanaugh `` ! etoo usic;n't forget newly release homage strong woman everywhere ! ! ! ! ! ! please enjoy `` kavanaugh `` ! etoo usic;1;818
2019-03-18 02:54:50;True;;"RT @EmperorLemon: nobody:

jk rowling: Gandalf drinks cat cum

shane dawsone: #MeToo 

Leafy: hey whats up reptilian army today we're gonna…";en;'MeToo';'EmperorLemon';;;;;2018-03-07 04:11:26;paul2152159591;ÿµïß§;;272;False;2;118;846;0;;0;True;False;False;english;"RT @EmperorLemon: nobody:

jk rowling: Gandalf drinks cat cum

shane dawsone: #MeToo 

Leafy: hey whats up reptilian army today we're gonna…";"  nobody:

jk rowling: gandalf drinks cat cum

shane dawsone:  

leafy: hey whats up reptilian army today we're gonna…";nobody : jk rowling : gandalf drinks cat cum shane dawsone : leafy : hey whats reptilian army today 're gon na … ;"[('nobody', 'NN'), (':', ':'), ('jk', 'NN'), ('rowling', 'NN'), (':', ':'), ('gandalf', 'JJ'), ('drinks', 'NNS'), ('cat', 'VBP'), ('cum', 'JJ'), ('shane', 'NN'), ('dawsone', 'NN'), (':', ':'), ('leafy', 'NN'), (':', ':'), ('hey', 'NN'), ('whats', 'NNS'), ('reptilian', 'JJ'), ('army', 'NN'), ('today', 'NN'), (""'re"", 'VBP'), ('gon', 'NN'), ('na', 'TO'), ('…', 'VB')]";nobodi : jk rowl : gandalf drink cat cum shane dawson : leafi : hey what reptilian armi today 're gon na …;nobody : jk rowling : gandalf drink cat cum shane dawsone : leafy : hey whats reptilian army today 're gon na …;1;848
2019-03-18 02:51:42;False;Digging Deeper: The Firm's #MeToo Scandal - https://t.co/eyUrfkgiaq #metoo #timesup #news https://t.co/UlfCPgOvMs;;en;'MeToo', 'metoo', 'timesup', 'news';;USA;;;;2018-03-06 03:28:02;metoozoo;MeToo Zoo;Latest #metoo news, videos and promotions bring awareness and empower women. See more at https://t.co/AdmaQa4qrg;4551;False;16;62;0;0;https://t.co/5aX4EVfTV0;1;True;False;True;english;Digging Deeper: The Firm's #MeToo Scandal - https://t.co/eyUrfkgiaq #metoo #timesup #news https://t.co/UlfCPgOvMs;digging deeper: the firm's  scandal -     ;digging deeper : firm 's scandal - ;"[('digging', 'VBG'), ('deeper', 'NN'), (':', ':'), ('firm', 'NN'), (""'s"", 'POS'), ('scandal', 'NN'), ('-', ':')]";dig deeper : firm 's scandal -;dig deeper : firm 's scandal -;1;865
2019-03-18 02:50:15;True;;"RT @EmperorLemon: nobody:

jk rowling: Gandalf drinks cat cum

shane dawsone: #MeToo 

Leafy: hey whats up reptilian army today we're gonna…";en;'MeToo';'EmperorLemon';New York City;;;;2014-04-15 05:11:57;MrSlurrp;Sir Reki the 1st;A wise man once said, 'When the going gets tough, you butt fuck some tough ass bitches.';11468;False;521;173;846;0;https://t.co/V0h0kB0UWt;1;False;False;False;english;"RT @EmperorLemon: nobody:

jk rowling: Gandalf drinks cat cum

shane dawsone: #MeToo 

Leafy: hey whats up reptilian army today we're gonna…";"  nobody:

jk rowling: gandalf drinks cat cum

shane dawsone:  

leafy: hey whats up reptilian army today we're gonna…";nobody : jk rowling : gandalf drinks cat cum shane dawsone : leafy : hey whats reptilian army today 're gon na … ;"[('nobody', 'NN'), (':', ':'), ('jk', 'NN'), ('rowling', 'NN'), (':', ':'), ('gandalf', 'JJ'), ('drinks', 'NNS'), ('cat', 'VBP'), ('cum', 'JJ'), ('shane', 'NN'), ('dawsone', 'NN'), (':', ':'), ('leafy', 'NN'), (':', ':'), ('hey', 'NN'), ('whats', 'NNS'), ('reptilian', 'JJ'), ('army', 'NN'), ('today', 'NN'), (""'re"", 'VBP'), ('gon', 'NN'), ('na', 'TO'), ('…', 'VB')]";nobodi : jk rowl : gandalf drink cat cum shane dawson : leafi : hey what reptilian armi today 're gon na …;nobody : jk rowling : gandalf drink cat cum shane dawsone : leafy : hey whats reptilian army today 're gon na …;1;876
2019-03-18 02:49:40;False;"""Hurrah hurrah for Kavanaugh
Who knew you'd get this far
Not only do you pass the bar
You passed out at the bar""

""KAVANAUGH""
@TheUSASingers
https://t.co/4rTMoVpldc

#Metoo
#StPatricksDay 
#StPatricksDay2019 
#happystpatricksday 
#ILikeBeer 
#Kavanaugh
#Resistance #Music
#Retweet";;en;'Metoo', 'StPatricksDay', 'StPatricksDay2019', 'happystpatricksday', 'ILikeBeer', 'Kavanaugh', 'Resistance', 'Music', 'Retweet';'TheUSASingers';;;;;2017-11-07 04:15:29;RutherfordRocks;🎼🎤🎵Purple Hayes🎵🎤🎼;"RUTHERFORD PURPLE HAYES
Songwriter, Singer & Snowflake #FBR -- Check out @theusasingers!!
https://t.co/esczcjfDOm";12205;False;28654;29335;12;22;;13;True;False;True;english;"""Hurrah hurrah for Kavanaugh
Who knew you'd get this far
Not only do you pass the bar
You passed out at the bar""

""KAVANAUGH""
@TheUSASingers
https://t.co/4rTMoVpldc

#Metoo
#StPatricksDay 
#StPatricksDay2019 
#happystpatricksday 
#ILikeBeer 
#Kavanaugh
#Resistance #Music
#Retweet";"""hurrah hurrah for kavanaugh
who knew you'd get this far
not only do you pass the bar
you passed out at the bar""

""kavanaugh""
heusasingers


etoo
 
 
 
 
avanaugh
 usic
";`` hurrah hurrah kavanaugh knew 'd get far pass bar passed bar '' '' kavanaugh '' heusasingers etoo avanaugh usic ;"[('``', '``'), ('hurrah', 'NN'), ('hurrah', 'NN'), ('kavanaugh', 'IN'), ('knew', 'FW'), (""'d"", 'MD'), ('get', 'VB'), ('far', 'RB'), ('pass', 'JJ'), ('bar', 'NN'), ('passed', 'VBD'), ('bar', 'NN'), ('``', '``'), ('``', '``'), ('kavanaugh', 'IN'), ('``', '``'), ('heusasingers', 'NNS'), ('etoo', 'VBP'), ('avanaugh', 'IN'), ('usic', 'JJ')]";`` hurrah hurrah kavanaugh knew 'd get far pass bar pass bar `` `` kavanaugh `` heusasing etoo avanaugh usic;`` hurrah hurrah kavanaugh knew 'd get far pass bar pass bar `` `` kavanaugh `` heusasingers etoo avanaugh usic;1;878
2019-03-18 02:48:40;True;;"RT @EmperorLemon: nobody:

jk rowling: Gandalf drinks cat cum

shane dawsone: #MeToo 

Leafy: hey whats up reptilian army today we're gonna…";en;'MeToo';'EmperorLemon';OFFICIALLIL14GANG;;;;2016-04-03 14:52:30;ok2sec;(robert);"""Robert is best waifu"" ~@vlad_shooting | Follow Alt @2fat2handle";273;False;27;340;846;0;https://t.co/zMEsXiUudG;2;False;False;True;english;"RT @EmperorLemon: nobody:

jk rowling: Gandalf drinks cat cum

shane dawsone: #MeToo 

Leafy: hey whats up reptilian army today we're gonna…";"  nobody:

jk rowling: gandalf drinks cat cum

shane dawsone:  

leafy: hey whats up reptilian army today we're gonna…";nobody : jk rowling : gandalf drinks cat cum shane dawsone : leafy : hey whats reptilian army today 're gon na … ;"[('nobody', 'NN'), (':', ':'), ('jk', 'NN'), ('rowling', 'NN'), (':', ':'), ('gandalf', 'JJ'), ('drinks', 'NNS'), ('cat', 'VBP'), ('cum', 'JJ'), ('shane', 'NN'), ('dawsone', 'NN'), (':', ':'), ('leafy', 'NN'), (':', ':'), ('hey', 'NN'), ('whats', 'NNS'), ('reptilian', 'JJ'), ('army', 'NN'), ('today', 'NN'), (""'re"", 'VBP'), ('gon', 'NN'), ('na', 'TO'), ('…', 'VB')]";nobodi : jk rowl : gandalf drink cat cum shane dawson : leafi : hey what reptilian armi today 're gon na …;nobody : jk rowling : gandalf drink cat cum shane dawsone : leafy : hey whats reptilian army today 're gon na …;1;884
2019-03-18 02:44:46;True;;"RT @TheUSASingers: Here it is folks!

We are proud to present the world premiere of our Irish fight song “Kavanaugh”!!

This is Resistance…";en;;'TheUSASingers';Somewhere Blue 🌊🗺;;;;2013-04-12 08:45:17;monkeyface__;#StopYulin #BeKind #Peace #LoveIsLove;"BelieverInPeace✌&💙of a 🐶 Animal&Planet🌐Advocate #MeToo #25thAmendment
#NoBernie 🚫Dms 
#Resistance #STEM #MagaIsNewSwastika #NoYulin #RBG  ResistersOnly #ERA";152342;False;2773;4997;611;0;;52;True;False;False;english;"RT @TheUSASingers: Here it is folks!

We are proud to present the world premiere of our Irish fight song “Kavanaugh”!!

This is Resistance…";"  here it is folks!

we are proud to present the world premiere of our irish fight song “kavanaugh”!!

this is resistance…";folks ! proud present world premiere irish fight song “ kavanaugh ” ! ! resistance… ;[('folks', 'NNS'), ('!', '.'), ('proud', 'JJ'), ('present', 'JJ'), ('world', 'NN'), ('premiere', 'NN'), ('irish', 'JJ'), ('fight', 'NN'), ('song', 'NN'), ('“', 'NNP'), ('kavanaugh', 'NN'), ('”', 'NN'), ('!', '.'), ('!', '.'), ('resistance…', 'NN')];folk ! proud present world premier irish fight song “ kavanaugh ” ! ! resistance…;folk ! proud present world premiere irish fight song “ kavanaugh ” ! ! resistance…;1;904
2019-03-18 02:35:36;False;@JenAshleyWright @MensHealthMag @michaeljackson Just like #Oprah is siding with buddies #HarveyWeinstein and #MikeTyson right? #MeToo #OprahHidesWeinstein #MJFam https://t.co/XokgQucPYm;;en;'Oprah', 'HarveyWeinstein', 'MikeTyson', 'MeToo', 'OprahHidesWeinstein', 'MJFam';'JenAshleyWright' 'MensHealthMag' 'michaeljackson';;;;;2019-03-17 00:42:56;innocent_br;MJInnocentBR;Don't believe the lies. #MJInnocent;1349;False;53;120;0;11;;0;True;False;False;english;@JenAshleyWright @MensHealthMag @michaeljackson Just like #Oprah is siding with buddies #HarveyWeinstein and #MikeTyson right? #MeToo #OprahHidesWeinstein #MJFam https://t.co/XokgQucPYm;   just like  is siding with buddies  and  right?    ;like siding buddies right ? ;[('like', 'IN'), ('siding', 'VBG'), ('buddies', 'NNS'), ('right', 'RB'), ('?', '.')];like side buddi right ?;like side buddy right ?;1;932
2019-03-18 02:31:54;False;"Women’s cinema post #metoo, a discussion

CINEMAT-NIC: A PODCAST by Nicole Russin-McFarland @nicrussin

https://t.co/WhbTCAMpug

https://t.co/DQEFr2UIpV https://t.co/YMtTBsqO4l";;en;'metoo';'nicrussin';;;;;2019-03-18 01:27:45;cinematnicshow;CinematNIC Podcast;Be CinematNIC. The Nicole Russin-McFarland @nicrussin film podcast is narrated like a personal conversation over coffee with a good friend.;42;False;578;3131;0;2;https://t.co/RdbeZSQaqS;3;True;False;False;english;"Women’s cinema post #metoo, a discussion

CINEMAT-NIC: A PODCAST by Nicole Russin-McFarland @nicrussin

https://t.co/WhbTCAMpug

https://t.co/DQEFr2UIpV https://t.co/YMtTBsqO4l";"women’s cinema post  a discussion

cinemat-nic: a podcast by nicole russin-mcfarland icrussin



 ";women ’ cinema post discussion cinemat-nic : podcast nicole russin-mcfarland icrussin ;[('women', 'NNS'), ('’', 'VBP'), ('cinema', 'JJ'), ('post', 'NN'), ('discussion', 'NN'), ('cinemat-nic', 'NN'), (':', ':'), ('podcast', 'JJ'), ('nicole', 'JJ'), ('russin-mcfarland', 'NN'), ('icrussin', 'NN')];women ’ cinema post discuss cinemat-n : podcast nicol russin-mcfarland icrussin;woman ’ cinema post discussion cinemat-nic : podcast nicole russin-mcfarland icrussin;1;943
2019-03-18 02:29:27;False;For the first time, I talked to two of my three siblings about our experiences of neglect and incest. Went well. I'm relieved but I know nothing is settled. Still, it feels good to talk openly about the crimes of others. #MeToo;;en;'MeToo';;;;;;2019-03-18 01:47:51;Universalhuman7;Universal human;"I'm reclaiming a voice that I had decades ago. Feels good to let things out. 

I figure you also know something about loss. Might as well get it out.";1;False;0;0;0;0;;0;True;False;False;english;For the first time, I talked to two of my three siblings about our experiences of neglect and incest. Went well. I'm relieved but I know nothing is settled. Still, it feels good to talk openly about the crimes of others. #MeToo;for the first time, i talked to two of my three siblings about our experiences of neglect and incest. went well. i'm relieved but i know nothing is settled. still, it feels good to talk openly about the crimes of others. ;first time , talked two three siblings experiences neglect incest . went well . 'm relieved know nothing settled . still , feels good talk openly crimes others . ;"[('first', 'JJ'), ('time', 'NN'), (',', ','), ('talked', 'VBD'), ('two', 'CD'), ('three', 'CD'), ('siblings', 'NNS'), ('experiences', 'NNS'), ('neglect', 'JJ'), ('incest', 'NN'), ('.', '.'), ('went', 'VBD'), ('well', 'RB'), ('.', '.'), (""'m"", 'VBP'), ('relieved', 'VBN'), ('know', 'VBP'), ('nothing', 'NN'), ('settled', 'VBN'), ('.', '.'), ('still', 'RB'), (',', ','), ('feels', 'NNS'), ('good', 'JJ'), ('talk', 'NN'), ('openly', 'RB'), ('crimes', 'VBZ'), ('others', 'NNS'), ('.', '.')]";first time , talk two three sibl experi neglect incest . went well . 'm reliev know noth settl . still , feel good talk openli crime other .;first time , talk two three sibling experience neglect incest . go well . 'm relieve know nothing settle . still , feel good talk openly crimes others .;1;954
